module_id	module_label	visit_week	baseline_bmi_group	n	mean_module_score	sd_module_score	median_module_score
M13_endocrine_systemic_immunometabolic	Endocrine and systemic immunometabolic signalling	17	BMI_lt_18_5	13	-0.0762677214897693	0.3248566842276066	-0.0170285986573953
M13_endocrine_systemic_immunometabolic	Endocrine and systemic immunometabolic signalling	26	BMI_ge_18_5	17	0.2095540551486238	0.5120256606057908	0.1696837304703686
M13_endocrine_systemic_immunometabolic	Endocrine and systemic immunometabolic signalling	26	BMI_lt_18_5	13	0.0051682274405601	0.3643054438014112	-0.0046061142616106
M13_endocrine_systemic_immunometabolic	Endocrine and systemic immunometabolic signalling	52	BMI_ge_18_5	17	0.3195877300697182	0.4245082422426846	0.2741769856673698
M13_endocrine_systemic_immunometabolic	Endocrine and systemic immunometabolic signalling	52	BMI_lt_18_5	13	0.0935500314978976	0.3342723482400547	0.0855559671379216
M14_vesicles_exosomes_trafficking	Vesicles, exosomes and protein/lipid trafficking	0	BMI_ge_18_5	17	0.1264608848989203	0.4692255259228544	0.084039353327359
M14_vesicles_exosomes_trafficking	Vesicles, exosomes and protein/lipid trafficking	0	BMI_lt_18_5	13	0.1568588403465859	0.6003087130644567	0.1293077336879696
M14_vesicles_exosomes_trafficking	Vesicles, exosomes and protein/lipid trafficking	8	BMI_ge_18_5	17	-0.0195753397509133	0.4303773083442209	-0.0087562743927377
M14_vesicles_exosomes_trafficking	Vesicles, exosomes and protein/lipid trafficking	8	BMI_lt_18_5	13	0.020084209219471	0.611998275766943	0.0258779605392164
M14_vesicles_exosomes_trafficking	Vesicles, exosomes and protein/lipid trafficking	17	BMI_ge_18_5	17	-0.178807873289878	0.4133393702513042	-0.1608031073390419
M14_vesicles_exosomes_trafficking	Vesicles, exosomes and protein/lipid trafficking	17	BMI_lt_18_5	13	-0.2353025825762964	1.1330854187513129	-0.0038646936305205
M14_vesicles_exosomes_trafficking	Vesicles, exosomes and protein/lipid trafficking	26	BMI_ge_18_5	17	-0.1432521241945087	0.3522872163427084	-0.139713724208573
M14_vesicles_exosomes_trafficking	Vesicles, exosomes and protein/lipid trafficking	26	BMI_lt_18_5	13	-0.0094534559636265	0.6990456054141491	-0.0599834938103278
M14_vesicles_exosomes_trafficking	Vesicles, exosomes and protein/lipid trafficking	52	BMI_ge_18_5	17	-0.1727544324251687	0.3514278187841714	-0.1411964663643527
M14_vesicles_exosomes_trafficking	Vesicles, exosomes and protein/lipid trafficking	52	BMI_lt_18_5	13	-0.0064568815853585	0.5536639275667078	0.0287401410592463
M15_treatment_response_pk_safety_proxy	Treatment response, drug handling and safety proxy	0	BMI_ge_18_5	17	-0.0689141812053705	0.4077996995216329	0.006344224760224
M15_treatment_response_pk_safety_proxy	Treatment response, drug handling and safety proxy	0	BMI_lt_18_5	13	-0.1247512057191291	0.368824647761062	0.0263234063852111
M15_treatment_response_pk_safety_proxy	Treatment response, drug handling and safety proxy	8	BMI_ge_18_5	17	-0.0072886243012819	0.3027366952880509	-0.007421691620833
M15_treatment_response_pk_safety_proxy	Treatment response, drug handling and safety proxy	8	BMI_lt_18_5	13	-0.1962033647227851	0.2576954950399178	-0.1901280463083909
M15_treatment_response_pk_safety_proxy	Treatment response, drug handling and safety proxy	17	BMI_ge_18_5	17	0.0119333677283199	0.3229877033839403	0.0225245789247219
M15_treatment_response_pk_safety_proxy	Treatment response, drug handling and safety proxy	17	BMI_lt_18_5	13	-0.109867292276497	0.271136066786705	-0.071268456471008
M15_treatment_response_pk_safety_proxy	Treatment response, drug handling and safety proxy	26	BMI_ge_18_5	17	0.1397579566034472	0.3375919545315961	0.1154221838885849
M15_treatment_response_pk_safety_proxy	Treatment response, drug handling and safety proxy	26	BMI_lt_18_5	13	-0.0217241471587836	0.2193493965644042	-0.0229557264671761
M15_treatment_response_pk_safety_proxy	Treatment response, drug handling and safety proxy	52	BMI_ge_18_5	17	0.2510074851923343	0.3017363811915553	0.2169862497328785
M15_treatment_response_pk_safety_proxy	Treatment response, drug handling and safety proxy	52	BMI_lt_18_5	13	0.0889521105910276	0.3328407379453029	0.1370867474241595
